1.040590375538304052e-01 2.232262890625000000e+04 1.140794726562500000e+04 5.457340332031250000e+03
1.216400009716438052e-01 1.736355273437500000e+04 9.626776367187500000e+03 3.868388427734375000e+03
1.421913000946918026e-01 1.343540332031250000e+04 8.003078613281250000e+03 2.716162353515625000e+03
1.662147785359844865e-01 1.031957617187500000e+04 6.547592773437500000e+03 1.885991943359375000e+03
1.942970672985478986e-01 7.865159179687500000e+03 5.264201660156250000e+03 1.300478881835937500e+03
2.271239097589839995e-01 5.923868652343750000e+03 4.147841796875000000e+03 8.880133666992187500e+02
2.654969068830235757e-01 4.328246093750000000e+03 3.184198730468750000e+03 5.720235595703125000e+02
3.103530915756642083e-01 3.044807128906250000e+03 2.362714355468750000e+03 3.410463562011718750e+02
3.627878101533222877e-01 2.055318847656250000e+03 1.678752685546875000e+03 1.882831420898437500e+02
4.240814696822673979e-01 1.324350463867187500e+03 1.127363037109375000e+03 9.849372863769531250e+01
4.957308043284732180e-01 7.950115356445312500e+02 7.013875122070312500e+02 4.681200790405273438e+01
5.794854242140700107e-01 4.263634033203125000e+02 3.905530700683593750e+02 1.790517044067382812e+01
6.773905392694863359e-01 1.913820037841796875e+02 1.828811492919921875e+02 4.250428199768066406e+00
7.918369013580173199e-01 6.792601776123046875e+01 6.792555999755859375e+01 2.289986150572076440e-04
9.256191842130599978e-01 2.125550842285156250e+01 2.125400733947753906e+01 7.503808592446148396e-04
1.082004226771788424e+00 4.917887687683105469e+00 4.918585777282714844e+00 -3.491025418043136597e-04
1.264810806344021099e+00 5.478671789169311523e-01 5.474949479103088379e-01 1.861165073933079839e-04
1.478502889602875126e+00 2.493902808055281639e-03 1.177547266706824303e-03 6.581777706742286682e-04
1.728298638499677686e+00 2.994244860019534826e-04 -1.305704131482343655e-06 1.503651001257821918e-04
2.020297832926217563e+00 3.318027011118829250e-04 -1.321769650530768558e-05 1.725102047203108668e-04
2.361630821667243474e+00 7.580540841445326805e-04 -1.483843789173988625e-05 3.864462487399578094e-04
2.760632638886953316e+00 4.502866650000214577e-04 -4.519228241406381130e-06 2.274029538966715336e-04
3.227046537912167778e+00 4.130784654989838600e-04 1.497326707067259122e-06 2.057905658148229122e-04
3.772261912417875784e+00 5.695748259313404560e-04 8.021217468012764584e-07 2.843863621819764376e-04
4.409592414829277551e+00 4.929015995003283024e-04 -2.833126472978619859e-06 2.478673704899847507e-04
5.154601063333034361e+00 4.746834456454962492e-04 -6.982709237490780652e-07 2.376908523729071021e-04
6.025480276308654126e+00 5.020415410399436951e-04 -2.471641892043408006e-06 2.522565773688256741e-04
7.043496114267354002e+00 4.897218896076083183e-04 -1.774551719790906645e-06 2.457482332829385996e-04
8.233507577273501354e+00 5.022396799176931381e-04 1.587512628020704142e-07 2.510404738131910563e-04
9.624573638608667991e+00 4.942251252941787243e-04 3.215855599592032377e-07 2.469517639838159084e-04
