2.299928645204219954e-02 3.125740066964285506e+04 4.470020124776817283e+03
1.605136715112512880e-01 4.111993811124694730e+03 1.317223572319700224e+02
3.000862962569790793e-01 1.754165437910819037e+03 3.420552433021093464e+01
4.400896203519878980e-01 1.133732588807384673e+03 1.852411387127905940e+01
5.801037515926483756e-01 8.522541189877024408e+02 4.854464856867286571e+00
7.201310715139523921e-01 7.225838237970997397e+02 3.542588866625366428e+00
8.600940791816231723e-01 6.350035006830601105e+02 4.005742275754125892e+00
1.000113719300012027e+00 5.872780187424808673e+02 4.874336149349723923e-01
1.140132333779666718e+00 5.479869805556902520e+02 4.423072593100565442e+00
1.280034350847161440e+00 5.186053846815752877e+02 2.927188497892465158e+00
1.420056938083740450e+00 4.942127579707991458e+02 1.845588962522770826e+00
1.560111320716477845e+00 4.715138725353075415e+02 1.821960555153045780e+00
1.700087200432607526e+00 4.518813150684932225e+02 1.094139640188221962e+00
1.840047880507517108e+00 4.317310541150471863e+02 9.688732175734264818e-01
1.980062138087413270e+00 4.126984417006068497e+02 6.941168211317008119e-01
2.120034428813746707e+00 3.951893104998455328e+02 7.750783261687056447e-01
2.260043884848191187e+00 3.759573073148987419e+02 9.143599348295188278e-01
2.400038424152488137e+00 3.598225975554673823e+02 1.149093955738847761e+00
2.540046972230765032e+00 3.434709791041700555e+02 7.627110469530025139e-01
2.680021021197172892e+00 3.278555919291563328e+02 1.444777757460816048e+00
2.820034503020290018e+00 3.129330082359762173e+02 5.488996940236167132e-01
2.960035053847134279e+00 2.977096721942862132e+02 6.598019194234382434e-01
3.100002583674890122e+00 2.838977739726027494e+02 8.777154505998407963e-01
3.240026198851244210e+00 2.715211833273235698e+02 5.828528068306932930e-01
3.380044507756539751e+00 2.585725204238599417e+02 5.853844847506050053e-01
3.520004307410850686e+00 2.467729505619493580e+02 8.556068567724697260e-01
3.659997100737676590e+00 2.360648675742515934e+02 5.133706756676520433e-01
3.800011927855902361e+00 2.255365741511135980e+02 5.949686741954202107e-01
3.940008358237780950e+00 2.155894905742595427e+02 7.755927788712757565e-01
4.080023680052281776e+00 2.056681367687031070e+02 4.641230368812528928e-01
4.220011322646527674e+00 1.968889944023719067e+02 3.656098585837062043e-01
4.360033951368816219e+00 1.881274354495400587e+02 4.883334854400150915e-01
4.500024531632345060e+00 1.799765801352201606e+02 4.249946246560897256e-01
4.640037073059453121e+00 1.722195868333573117e+02 2.442676939664718827e-01
4.780008852190669622e+00 1.646195900528339280e+02 5.750591893825813816e-01
4.920013365663256977e+00 1.575841623983639010e+02 3.515921657973941072e-01
5.060031796858984521e+00 1.509602407652120917e+02 2.618002633454508676e-01
5.200015981309567437e+00 1.445368153587192239e+02 2.599122229701333331e-01
5.340021918453459193e+00 1.382212378161760000e+02 4.230474123406758324e-01
5.480014543048791431e+00 1.326669591732142521e+02 1.082270893729420785e-01
5.620009133376764332e+00 1.269955146269995083e+02 2.030549793523389601e-01
5.760016102972104868e+00 1.217971782347100458e+02 1.871426858602730503e-01
5.900003339246929102e+00 1.167615784095165736e+02 1.140565934936807468e-01
6.040012547516521835e+00 1.118246204274334161e+02 3.315080916868121119e-01
6.180001810741019064e+00 1.074280642076457468e+02 1.908510633902458786e-01
6.320023115518986323e+00 1.029542559694689317e+02 1.439367761777006205e-01
