1.040590375538304052e-01 9.518140625000000000e+03 4.925995117187500000e+03 2.296072998046875000e+03
1.125066283787592991e-01 8.414538085937500000e+03 4.538790039062500000e+03 1.937873901367187500e+03
1.216400009716438052e-01 7.430261718750000000e+03 4.167030761718750000e+03 1.631615600585937500e+03
1.315148276114810888e-01 6.551885253906250000e+03 3.811625976562500000e+03 1.370129638671875000e+03
1.421913000946918026e-01 5.765089843750000000e+03 3.473413818359375000e+03 1.145837890625000000e+03
1.537344966329382001e-01 5.069931640625000000e+03 3.152749023437500000e+03 9.585913696289062500e+02
1.662147785359844865e-01 4.442410644531250000e+03 2.849960449218750000e+03 7.962250366210937500e+02
1.797082190975677063e-01 3.892927734375000000e+03 2.565344238281250000e+03 6.637918090820312500e+02
1.942970672985478986e-01 3.397381347656250000e+03 2.298643554687500000e+03 5.493688964843750000e+02
2.100702491538262995e-01 2.960537597656250000e+03 2.049568359375000000e+03 4.554846801757812500e+02
2.271239097589839995e-01 2.569239501953125000e+03 1.817689086914062500e+03 3.757751770019531250e+02
2.455619993406741031e-01 2.216768066406250000e+03 1.601935546875000000e+03 3.074162597656250000e+02
2.654969068830235757e-01 1.889538452148437500e+03 1.401441406250000000e+03 2.440485076904296875e+02
2.870501451923037073e-01 1.596663696289062500e+03 1.216130126953125000e+03 1.902667846679687500e+02
3.103530915756642083e-01 1.338310668945312500e+03 1.045717407226562500e+03 1.462966308593750000e+02
3.355477886487239769e-01 1.112697509765625000e+03 8.899642333984375000e+02 1.113666687011718750e+02
3.627878101533222877e-01 9.135825195312500000e+02 7.487119140625000000e+02 8.243531036376953125e+01
3.922391970630069169e-01 7.419687500000000000e+02 6.216394042968750000e+02 6.016466522216796875e+01
4.240814696822673979e-01 5.948134155273437500e+02 5.083787536621093750e+02 4.321733093261718750e+01
4.585087219087455868e-01 4.681321716308593750e+02 4.085639038085937500e+02 2.978413009643554688e+01
4.957308043284732180e-01 3.623067932128906250e+02 3.216691894531250000e+02 2.031879615783691406e+01
5.359746033556697098e-01 2.734039916992187500e+02 2.470661163330078125e+02 1.316893386840820312e+01
5.794854242140700107e-01 2.002575073242187500e+02 1.841291198730468750e+02 8.064190864562988281e+00
6.265284861897150170e-01 1.415664062500000000e+02 1.321525573730468750e+02 4.706928253173828125e+00
6.773905392694863359e-01 9.490151214599609375e+01 9.040145111083984375e+01 2.250030517578125000e+00
7.323816120195716373e-01 5.978176498413085938e+01 5.827019500732421875e+01 7.557851076126098633e-01
7.918369013580173199e-01 3.536719131469726562e+01 3.536073303222656250e+01 3.229384310543537140e-03
8.561188157404351351e-01 2.066284370422363281e+01 2.066172790527343750e+01 5.574570386670529842e-04
9.256191842130599978e-01 1.157092285156250000e+01 1.157183170318603516e+01 -4.542828828562051058e-04
1.000761644798393135e+00 6.101787090301513672e+00 6.101470470428466797e+00 1.582861150382086635e-04
1.082004226771788424e+00 2.944919586181640625e+00 2.944719076156616211e+00 1.002612916636280715e-04
1.169842142569186727e+00 1.244035482406616211e+00 1.244216799736022949e+00 -9.068411600310355425e-05
1.264810806344021099e+00 4.240091443061828613e-01 4.237776398658752441e-01 1.157556616817601025e-04
1.367489097572839096e+00 9.550689905881881714e-02 9.508033096790313721e-02 2.132849331246688962e-04
1.478502889602875126e+00 6.852179300040006638e-03 7.014780305325984955e-03 -8.130047353915870190e-05
1.598528864649771508e+00 3.470174560789018869e-04 -1.872753955467487685e-06 1.744451001286506653e-04
1.728298638499677686e+00 3.068790829274803400e-04 1.644891426622052677e-06 1.526170963188633323e-04
1.868603220057760472e+00 -6.718184158671647310e-05 -9.284884072258137167e-06 -2.894847784773446620e-05
2.020297832926217563e+00 3.310823813080787659e-04 1.598175799699674826e-06 1.647421013331040740e-04
2.184307128401612008e+00 2.388650755165144801e-04 -6.416366431949427351e-06 1.226407184731215239e-04
2.361630821667243474e+00 5.213937402004376054e-05 -5.840399808221263811e-06 2.898988714150618762e-05
2.553349785535856675e+00 2.676587319001555443e-04 4.191489324512076564e-07 1.336197892669588327e-04
2.760632638886953316e+00 2.236068976344540715e-04 -2.477057705618790351e-06 1.130419768742285669e-04
2.984742869958394440e+00 1.422333880327641964e-04 -2.428441348456544802e-06 7.233091309899464250e-05
3.227046537912167778e+00 2.355816250201314688e-04 1.089241550289443694e-06 1.172461925307288766e-04
3.489020599619045093e+00 2.206685894634574652e-04 2.675984887900995091e-06 1.089963043341413140e-04
3.772261912417875784e+00 1.723745226627215743e-04 -1.443611381546361372e-06 8.690906543051823974e-05
4.078496967725641298e+00 2.239220921183004975e-04 -5.286128867965089739e-08 1.119874796131625772e-04
4.409592414829277551e+00 2.118259435519576073e-04 1.448828896855047788e-07 1.058405323419719934e-04
4.767566439006830414e+00 1.928260753629729152e-04 -1.040549818753788713e-06 9.693331230664625764e-05
5.154601063333034361e+00 2.166037884308025241e-04 -1.159031853603664786e-06 1.088814096874557436e-04
5.573055449154692198e+00 2.079947880702093244e-04 9.965408480638870969e-07 1.034991219057701528e-04
6.025480276308654126e+00 1.984399568755179644e-04 -1.288489897888211999e-06 9.986422082874923944e-05
6.514633290736677296e+00 2.130376669811084867e-04 9.691374316389556043e-07 1.060342619894072413e-04
7.043496114267354002e+00 2.072512288577854633e-04 1.698082883194729220e-06 1.027765756589360535e-04
7.615292419028747872e+00 2.054029318969696760e-04 -7.549910208126675570e-08 1.027392136165872216e-04
8.233507577273501354e+00 2.070546906907111406e-04 2.262947020881256321e-07 1.034141969284974039e-04
8.901909906391509253e+00 2.054382784990593791e-04 -6.336292557307388051e-08 1.027508187689818442e-04
9.624573638608667991e+00 2.059170365100726485e-04 -4.612710711171530420e-07 1.031891515594907105e-04
