1.040590375538304052e-01 9.140011718750000000e+03 4.622408691406250000e+03 2.258801757812500000e+03
1.125066283787592991e-01 8.103760742187500000e+03 4.277319824218750000e+03 1.913220336914062500e+03
1.216400009716438052e-01 7.176926757812500000e+03 3.943973144531250000e+03 1.616476684570312500e+03
1.315148276114810888e-01 6.347753906250000000e+03 3.623318603515625000e+03 1.362217651367187500e+03
1.421913000946918026e-01 5.602452148437500000e+03 3.316260009765625000e+03 1.143095947265625000e+03
1.537344966329382001e-01 4.942340820312500000e+03 3.023291259765625000e+03 9.595247192382812500e+02
1.662147785359844865e-01 4.343985839843750000e+03 2.744884277343750000e+03 7.995507812500000000e+02
1.797082190975677063e-01 3.819308349609375000e+03 2.481488037109375000e+03 6.689101562500000000e+02
1.942970672985478986e-01 3.343645507812500000e+03 2.233056884765625000e+03 5.552942504882812500e+02
2.100702491538262995e-01 2.923227783203125000e+03 1.999507934570312500e+03 4.618599243164062500e+02
2.271239097589839995e-01 2.544962890625000000e+03 1.780619262695312500e+03 3.821718750000000000e+02
2.455619993406741031e-01 2.202620849609375000e+03 1.575580322265625000e+03 3.135202331542968750e+02
2.654969068830235757e-01 1.882689086914062500e+03 1.383773071289062500e+03 2.494580230712890625e+02
2.870501451923037073e-01 1.594974121093750000e+03 1.205329711914062500e+03 1.948222351074218750e+02
3.103530915756642083e-01 1.340341796875000000e+03 1.040199829101562500e+03 1.500709686279296875e+02
3.355477886487239769e-01 1.117234252929687500e+03 8.883692016601562500e+02 1.144325256347656250e+02
3.627878101533222877e-01 9.195390014648437500e+02 7.498905029296875000e+02 8.482425689697265625e+01
3.922391970630069169e-01 7.486448364257812500e+02 6.246473388671875000e+02 6.199876022338867188e+01
4.240814696822673979e-01 6.016422119140625000e+02 5.124593505859375000e+02 4.459143447875976562e+01
4.585087219087455868e-01 4.746659851074218750e+02 4.131288146972656250e+02 3.076857948303222656e+01
4.957308043284732180e-01 3.683203735351562500e+02 3.262818603515625000e+02 2.101926040649414062e+01
5.359746033556697098e-01 2.786962280273437500e+02 2.514221649169921875e+02 1.363702869415283203e+01
