2.299928645204219954e-02 2.522020703125000000e+04 3.504659031324155421e+03
1.605136715112512880e-01 3.092819911369193051e+03 1.189775605487713079e+02
3.000862962569790793e-01 1.219637391188487982e+03 3.398083632594998704e+01
4.400896203519878980e-01 7.214856383417126153e+02 1.221342746794488399e+01
5.801037515926483756e-01 5.011995869142016318e+02 7.166213314806194390e+00
7.201310715139523921e-01 3.953520493295309848e+02 1.275642206011495583e+00
8.600940791816231723e-01 3.359497737363387841e+02 2.380769335622189509e+00
1.000113719300012027e+00 2.979901459507376558e+02 2.193811821186540723e+00
1.140132333779666718e+00 2.749459523347718459e+02 1.185248993449817823e+00
1.280034350847161440e+00 2.577578709856300065e+02 1.214552413875418013e+00
1.420056938083740450e+00 2.448932534624197217e+02 1.030266323611375823e+00
1.560111320716477845e+00 2.349730485750157527e+02 1.060467536453835180e+00
1.700087200432607526e+00 2.271400219178082409e+02 6.872213344655246914e-01
1.840047880507517108e+00 2.195707690723001235e+02 1.213097857052785056e+00
1.980062138087413270e+00 2.117459392456414378e+02 5.054515562691321851e-01
2.120034428813746707e+00 2.068045713804051502e+02 1.221071557962399190e+00
2.260043884848191187e+00 2.002036476986748426e+02 5.657275695926655690e-01
2.400038424152488137e+00 1.948329368609792027e+02 1.012633970208199896e-01
2.540046972230765032e+00 1.893877588063450048e+02 2.516340070852060573e-01
2.680021021197172892e+00 1.841959917852221622e+02 7.042655328920283120e-01
2.820034503020290018e+00 1.793121093470784899e+02 3.893188291769192899e-01
2.960035053847134279e+00 1.740493166364909428e+02 4.204851699702443213e-01
3.100002583674890122e+00 1.691902133825079204e+02 4.487489129595794712e-01
3.240026198851244210e+00 1.647663323823303472e+02 2.064868567918743403e-01
3.380044507756539751e+00 1.599847057734116049e+02 2.969945363024666940e-01
3.520004307410850686e+00 1.557623709693228591e+02 4.923729727354094754e-01
3.659997100737676590e+00 1.518988660705419420e+02 3.113617936604028413e-01
3.800011927855902361e+00 1.479716760525140558e+02 5.212568111250336367e-01
3.940008358237780950e+00 1.441955927689156169e+02 3.746615359501767051e-01
4.080023680052281776e+00 1.406416938603996414e+02 3.214233314899445082e-01
4.220011322646527674e+00 1.372199551587382302e+02 2.350351732560569951e-01
4.360033951368816219e+00 1.338245588412243308e+02 3.466741442995693312e-01
4.500024531632345060e+00 1.308169241193574237e+02 1.457234054355333042e-01
4.640037073059453121e+00 1.276738002118351858e+02 1.038209352641782240e-01
4.780008852190669622e+00 1.247906752233686518e+02 2.673789532198319052e-01
4.920013365663256977e+00 1.219615865810307156e+02 1.882374573741301405e-01
5.060031796858984521e+00 1.192101478698037056e+02 1.755238073733972615e-01
5.200015981309567437e+00 1.166118189323461252e+02 1.843008353374791797e-01
5.340021918453459193e+00 1.139461390142001278e+02 2.014084639988296954e-01
5.480014543048791431e+00 1.117466780930328838e+02 1.521732277950641476e-01
5.620009133376764332e+00 1.093105455302387412e+02 1.924880330358477720e-01
5.760016102972104868e+00 1.071206692496955668e+02 2.525884125190291929e-01
5.900003339246929102e+00 1.050679248508035357e+02 8.608370632090762975e-02
6.040012547516521835e+00 1.029050709475772010e+02 2.489630374737599183e-01
6.180001810741019064e+00 1.010295079200680419e+02 1.084228536887006100e-01
6.320023115518986323e+00 9.900579332974798774e+01 1.893071884644966507e-01
