1.040590375538304052e-01 2.226406155763314018e+04 1.237208190906986545e+02
1.216400009716438052e-01 1.729189856988128304e+04 9.802656162111046001e+01
1.421913000946918026e-01 1.345069861537631186e+04 1.343738892080059770e+02
1.662147785359844865e-01 1.037772485561259782e+04 9.123562196483008790e+01
1.942970672985478986e-01 7.887263732216022618e+03 3.599689581617747791e+01
2.271239097589839995e-01 5.932798309152113688e+03 2.495871163029200801e+01
2.654969068830235757e-01 4.337115702922481432e+03 1.363134405391228832e+01
3.103530915756642083e-01 3.047212838336670302e+03 2.255949688366060002e+01
3.627878101533222877e-01 2.058738038471686650e+03 1.831563245706584198e+01
4.240814696822673979e-01 1.324935131882786663e+03 9.954669982918481708e+00
4.957308043284732180e-01 7.934944524095337783e+02 5.032307181866916501e+00
5.794854242140700107e-01 4.284357357429382773e+02 3.713775187849859716e+00
6.773905392694863359e-01 1.923055389951310872e+02 2.609182843589805234e+00
7.918369013580173199e-01 6.788454688972679207e+01 6.632097951692456084e-01
9.256191842130599978e-01 2.143645396072686182e+01 3.673566540614270348e-01
1.082004226771788424e+00 6.031464541072222296e+00 1.384198154924922985e-01
1.264810806344021099e+00 2.860482979111405477e+00 1.046910989865093705e-01
1.478502889602875126e+00 3.485872606878151370e+00 7.035047514656565804e-02
1.728298638499677686e+00 4.413272545792903401e+00 1.533451143559535768e-01
2.020297832926217563e+00 4.818360263117078546e+00 1.184060149139893742e-01
2.361630821667243474e+00 4.738198853754325590e+00 9.761707005814168614e-02
2.760632638886953316e+00 4.191257855931752374e+00 6.525209760607672549e-02
3.227046537912167778e+00 3.492108983087950591e+00 9.287291052479171305e-02
3.772261912417875784e+00 2.789413285883898919e+00 6.433567824256636314e-02
4.409592414829277551e+00 2.199940958518523004e+00 2.760138951830488213e-02
5.154601063333034361e+00 1.709658433446911818e+00 4.215405535051666014e-02
6.025480276308654126e+00 1.340358567500063991e+00 1.637965049241644003e-02
7.043496114267354002e+00 1.036225053658767381e+00 1.339204436154402614e-02
8.233507577273501354e+00 7.935003002016790541e-01 8.506655659996203642e-03
9.624573638608667991e+00 6.061931578099672979e-01 1.401033371086849756e-02
